Loan_ID,Customer_ID,Branch_ID,Loan_Amount,Loan_Term,Interest_Rate,Loan_Type,Application_Date,Approval_Status,Default_Status
353,8970,65,3350453.01,24,15.34,Personal,2023-12-22,Rejected,Not Applicable
354,9324,79,4500000,24,10.07,Auto,2023-08-18,Approved,No Default
355,532,25,4500000,48,8.88,Home,2023-12-16,Pending,Not Applicable
356,8429,62,2867463.95,36,8.75,Home,2024-01-21,Rejected,Not Applicable
357,614,78,751906.57,36,13.99,Gold,2022-10-25,Rejected,Not Applicable
358,6355,70,3181775.06,12,12.1,Personal,2024-02-03,Rejected,Not Applicable
359,3047,23,1062567.08,36,13.14,Personal,2025-02-03,Approved,No Default
360,3157,78,533763.64,48,9.42,Auto,2025-01-18,Rejected,Not Applicable
361,5837,16,4064967.04,120,12.53,Auto,2023-01-28,Rejected,Not Applicable
362,371,6,4500000,24,10.78,Home,2023-05-28,Rejected,Not Applicable
363,2357,89,323123.7,60,12.89,Gold,2022-01-17,Rejected,Not Applicable
364,5655,73,973907.09,12,12.99,Gold,2024-08-03,Pending,Not Applicable
365,1215,41,3565072.55,24,13.6,Personal,2022-04-15,Rejected,Not Applicable
366,7690,100,1598605.26,48,8.28,Home,2023-06-30,Approved,No Default
367,4189,22,4500000,24,11.08,Home,2023-10-20,Rejected,Not Applicable
368,8707,34,1092502.62,36,14.43,Business,2022-07-02,Rejected,Not Applicable
369,3645,40,2077349.2,48,12.1,Education,2023-08-26,Rejected,Not Applicable
370,4138,84,4058481.0,36,7.5,Home,2024-09-08,Rejected,Not Applicable
371,7490,61,2921231.16,48,14.99,Business,2023-05-12,Approved,No Default
372,834,15,4500000,48,7.56,Home,2024-08-02,Rejected,Not Applicable
373,6000,62,718579.82,24,11.73,Gold,2024-06-25,Rejected,Not Applicable
374,2595,88,1017048.04,36,10.75,Personal,2023-02-18,Pending,Not Applicable
375,4141,90,374449.43,36,9.8,Gold,2023-06-13,Approved,No Default
376,8489,11,4176204.32,48,9.24,Auto,2022-11-19,Rejected,Not Applicable
377,3995,64,1581055.94,48,10.95,Personal,2023-07-24,Pending,Not Applicable
378,9072,88,989638.04,36,10.18,Home,2024-10-01,Rejected,Not Applicable
379,1445,9,1511112.98,60,12.97,Personal,2022-06-02,Approved,No Default
380,9627,59,4500000,36,11.78,Business,2022-07-28,Rejected,Not Applicable
381,1294,87,4500000,60,7.89,Auto,2025-03-13,Rejected,Not Applicable
382,2132,88,4500000,12,9.2,Home,2023-10-30,Approved,No Default
383,1973,91,2649681.39,60,13.88,Personal,2023-12-16,Approved,No Default
384,8064,86,1714600.1,60,15.07,Personal,2024-10-25,Rejected,Not Applicable
385,7477,57,4500000,84,7.5,Home,2023-11-04,Rejected,Not Applicable
386,8508,58,3530524.92,84,11.29,Home,2024-06-28,Rejected,Not Applicable
387,8355,59,4500000,36,9.79,Home,2023-04-15,Rejected,Not Applicable
388,9892,43,3009663.0,36,10.74,Home,2023-09-18,Rejected,Not Applicable
389,3411,42,504404.04,48,14.5,Personal,2023-12-31,Rejected,Not Applicable
390,6461,32,1651963.1,120,11.79,Auto,2023-05-04,Rejected,Not Applicable
391,2339,10,2530940.87,36,8.56,Home,2023-11-25,Rejected,Not Applicable
392,4329,36,4500000,12,14.48,Business,2024-07-22,Pending,Not Applicable
393,221,21,2106656.11,36,10.46,Personal,2022-10-04,Approved,No Default
394,5183,95,2166021.05,60,16.72,Personal,2025-02-10,Rejected,Not Applicable
395,2406,17,518443.11,120,11.42,Gold,2022-04-14,Rejected,Not Applicable
396,307,13,1724564.82,60,14.78,Personal,2024-02-25,Approved,No Default
397,4990,61,4500000,60,10.98,Auto,2022-01-26,Rejected,Not Applicable
398,2894,46,2111310.41,60,9.37,Auto,2023-01-17,Approved,No Default
399,9800,58,3349776.76,24,8.97,Auto,2022-02-06,Rejected,Not Applicable
400,2298,77,4500000,36,9.31,Auto,2022-09-25,Approved,Default
401,3909,34,4500000,12,7.99,Home,2025-03-29,Rejected,Not Applicable
402,6214,15,4500000,36,9.15,Home,2024-10-27,Rejected,Not Applicable
403,4777,23,4500000,12,10.35,Home,2025-02-23,Approved,No Default
404,5115,67,3005877.36,12,14.48,Personal,2024-10-07,Rejected,Not Applicable
405,529,89,3989492.26,36,13.25,Education,2024-09-20,Rejected,Not Applicable
406,7102,61,826068.65,36,12.37,Gold,2022-11-03,Rejected,Not Applicable
407,8556,67,4500000,12,14.21,Business,2023-03-13,Rejected,Not Applicable
408,6159,20,386728.97,48,13.04,Gold,2022-03-19,Approved,No Default
409,7506,75,641406.39,24,16.42,Personal,2025-03-02,Approved,No Default
410,117,67,2128809.22,12,9.15,Auto,2024-06-19,Approved,No Default
411,6466,32,3395982.89,48,14.46,Business,2023-02-19,Rejected,Not Applicable
412,9442,100,4500000,12,7.5,Home,2023-03-15,Approved,No Default
413,4267,77,1083437.09,48,11.81,Home,2023-03-29,Rejected,Not Applicable
414,4564,97,2180496.7,36,15.65,Personal,2022-07-06,Rejected,Not Applicable
415,8600,83,1428209.76,60,13.73,Personal,2023-09-08,Approved,No Default
416,7890,18,453731.59,12,13.28,Personal,2024-08-27,Rejected,Not Applicable
417,6895,73,1206024.27,120,15.43,Personal,2025-02-12,Rejected,Not Applicable
418,7716,78,1537637.7,120,13.52,Personal,2025-01-20,Rejected,Not Applicable
419,1308,85,1313703.8,48,11.17,Gold,2022-04-12,Pending,Not Applicable
420,5117,53,1952808.52,48,14.15,Personal,2022-10-31,Rejected,Not Applicable
421,8990,23,1012429.77,60,12.73,Education,2024-02-23,Approved,No Default
422,1401,92,4500000,48,8.74,Home,2022-03-12,Rejected,Not Applicable
423,7267,84,2545580.67,60,12.23,Auto,2023-04-12,Rejected,Not Applicable
424,3871,85,3778783.36,24,9.58,Home,2023-01-24,Rejected,Not Applicable
425,9309,89,2727142.47,60,9.99,Home,2024-08-19,Approved,No Default
426,9475,75,2113818.06,12,12.71,Education,2023-04-18,Rejected,Not Applicable
427,1026,24,1459138.0,36,13.29,Business,2024-10-14,Approved,No Default
428,2912,66,3292309.82,60,9.63,Home,2023-11-14,Approved,No Default
429,6160,42,3566514.27,12,7.5,Home,2022-06-20,Rejected,Not Applicable
430,8573,7,1084200.13,60,12.09,Auto,2024-09-02,Rejected,Not Applicable
431,8855,97,1987765.25,60,12.41,Auto,2024-05-24,Rejected,Not Applicable
432,5922,41,1349490.11,36,13.94,Personal,2023-10-28,Rejected,Not Applicable
433,4762,50,4500000,48,11.42,Auto,2024-07-08,Rejected,Not Applicable
434,8339,68,739926.38,60,12.77,Personal,2024-10-28,Rejected,Not Applicable
435,8141,70,4500000,36,8.28,Home,2025-03-08,Rejected,Not Applicable
436,7889,9,273554.54,36,14.25,Gold,2025-03-11,Rejected,Not Applicable
437,3523,35,893338.84,48,12.76,Personal,2024-03-15,Approved,No Default
438,8588,62,4500000,24,17.03,Business,2023-10-30,Rejected,Not Applicable
439,4533,25,1562521.0,60,12.42,Business,2022-11-01,Rejected,Not Applicable
440,3909,78,1698431.08,120,11.95,Personal,2022-07-06,Rejected,Not Applicable
441,5751,13,750533.29,60,10.67,Education,2023-06-01,Approved,No Default
442,3099,69,4500000,12,7.5,Home,2022-05-07,Approved,No Default
443,6957,40,868533.58,60,13.92,Personal,2023-08-12,Approved,Default
444,2126,76,4500000,120,7.62,Home,2022-09-30,Rejected,Not Applicable
445,674,47,4500000,24,8.6,Home,2022-04-28,Approved,No Default
446,1069,95,4500000,24,9.17,Home,2023-07-23,Rejected,Not Applicable
447,9172,42,3397117.52,60,11.94,Auto,2024-08-08,Rejected,Not Applicable
448,7800,24,4237813.06,36,11.97,Business,2022-02-17,Approved,No Default
449,1262,48,3668063.45,12,12.49,Education,2025-03-16,Rejected,Not Applicable
450,3509,24,3930147.63,36,7.5,Home,2023-02-14,Approved,No Default
451,1547,62,989189.52,36,10.8,Gold,2023-03-14,Rejected,Not Applicable
452,5424,78,3399731.34,12,7.5,Home,2024-11-13,Pending,Not Applicable
453,780,57,1123737.16,36,8.5,Home,2023-07-09,Rejected,Not Applicable
454,9342,17,4500000,36,10.6,Auto,2022-01-30,Approved,No Default
455,7560,81,233262.67,24,9.02,Gold,2024-03-03,Approved,No Default
456,881,97,3574608.26,60,11.26,Home,2023-06-25,Rejected,Not Applicable
457,8579,19,1992425.63,84,14.6,Personal,2024-08-06,Rejected,Not Applicable
458,9204,67,3802718.45,84,10.39,Home,2023-06-03,Rejected,Not Applicable
459,8719,50,310791.69,48,11.87,Education,2023-03-21,Approved,No Default
460,7484,21,1513057.02,36,16.08,Personal,2022-04-26,Approved,No Default
461,2074,92,2415153.22,60,14.54,Personal,2023-07-27,Pending,Not Applicable
462,9274,49,1933039.83,36,12.83,Business,2023-07-25,Rejected,Not Applicable
463,4974,99,3732593.55,120,8.29,Home,2023-09-23,Rejected,Not Applicable
464,4079,76,875378.61,48,10.76,Personal,2023-02-27,Rejected,Not Applicable
465,4578,8,1487637.25,120,12.97,Gold,2023-07-29,Rejected,Not Applicable
466,91,6,901146.8,48,11.77,Personal,2023-06-28,Rejected,Not Applicable
467,4405,95,1542227.17,60,9.43,Auto,2024-01-18,Rejected,Not Applicable
468,4311,18,1446805.06,60,13.42,Gold,2023-12-06,Rejected,Not Applicable
469,7006,12,2807154.02,24,9.49,Education,2023-05-31,Pending,Not Applicable
470,5210,85,3221094.59,36,13.55,Personal,2022-03-12,Rejected,Not Applicable
471,2220,19,386270.97,24,15.52,Personal,2024-08-08,Rejected,Not Applicable
472,5744,48,4500000,48,9.97,Home,2022-04-28,Approved,No Default
473,3147,82,1109868.68,36,10.43,Gold,2022-02-18,Approved,No Default
474,7607,88,1005707.71,36,13.42,Personal,2023-11-02,Rejected,Not Applicable
475,694,69,4500000,60,10.92,Home,2023-11-19,Approved,Default
476,3507,64,1925304.38,48,11.05,Personal,2023-10-21,Rejected,Not Applicable
477,960,63,708963.38,48,10.35,Auto,2022-03-01,Rejected,Not Applicable
478,6027,38,700956.57,24,13.8,Personal,2024-01-19,Rejected,Not Applicable
479,5902,69,3722217.49,24,12.7,Auto,2023-05-25,Rejected,Not Applicable
480,9428,51,4500000,84,7.68,Home,2024-08-23,Rejected,Not Applicable
481,7375,59,1099967.59,84,13.27,Gold,2023-03-27,Pending,Not Applicable
482,2195,100,4500000,48,8.85,Home,2022-04-26,Rejected,Not Applicable
483,8984,14,918238.21,24,12.66,Auto,2024-08-17,Rejected,Not Applicable
484,3025,85,757455.77,48,7.5,Home,2023-04-30,Rejected,Not Applicable
485,1650,75,1144128.18,36,9.54,Auto,2022-04-09,Rejected,Not Applicable
486,7115,24,1387348.15,60,10.58,Personal,2024-06-25,Rejected,Not Applicable
487,2124,75,1779882.65,36,13.25,Business,2023-11-11,Approved,No Default
488,8734,16,3326919.11,36,11.49,Education,2023-03-26,Rejected,Not Applicable
489,6713,7,944883.91,60,10.97,Education,2022-07-22,Rejected,Not Applicable
490,9838,64,1821034.64,60,15.51,Personal,2024-08-31,Rejected,Not Applicable
491,7168,36,1286536.8,24,8.55,Auto,2024-05-06,Rejected,Not Applicable
492,4902,19,2218034.26,48,13.61,Personal,2024-11-09,Pending,Not Applicable
493,3308,35,1268588.36,60,9.9,Education,2023-09-03,Rejected,Not Applicable
494,1631,75,2220024.09,36,11.13,Auto,2023-03-09,Rejected,Not Applicable
495,2844,43,641328.88,36,12.16,Education,2025-03-13,Pending,Not Applicable
496,8709,73,1726720.06,84,13.15,Personal,2025-01-28,Rejected,Not Applicable
497,4329,17,512028.81,24,11.03,Education,2024-10-19,Approved,Default
498,3591,46,806939.29,24,9.05,Auto,2023-06-12,Approved,No Default
499,2866,29,1176365.7,60,14.24,Personal,2022-05-14,Approved,No Default
500,1894,40,4500000,12,11.23,Home,2022-01-08,Rejected,Not Applicable
501,8268,80,870245.71,60,14.77,Personal,2022-11-03,Rejected,Not Applicable
502,7845,80,986487.88,48,11.86,Personal,2024-10-30,Rejected,Not Applicable
503,9272,25,3001968.51,36,10.68,Auto,2024-04-23,Rejected,Not Applicable
504,3290,28,2107972.21,48,8.17,Home,2024-07-23,Rejected,Not Applicable
505,8278,14,4500000,60,9.78,Home,2022-03-18,Rejected,Not Applicable
506,6008,27,1817447.75,84,13.16,Personal,2022-07-05,Rejected,Not Applicable
507,4209,7,3919840.97,60,9.38,Home,2024-07-18,Approved,No Default
508,7482,34,3055787.52,36,13.15,Personal,2024-08-21,Rejected,Not Applicable
509,2811,83,1143050.13,24,14.32,Personal,2024-12-07,Rejected,Not Applicable
510,7047,78,646550.02,48,10.46,Gold,2022-08-09,Approved,No Default
511,2809,49,417065.61,36,10.69,Gold,2024-08-27,Rejected,Not Applicable
512,1472,10,4500000,24,10.17,Home,2025-03-24,Approved,No Default
513,8628,80,891679.86,120,10.24,Gold,2024-04-21,Pending,Not Applicable
514,5459,64,3464853.6,60,13.68,Personal,2022-04-17,Rejected,Not Applicable
515,9208,69,928268.63,120,11.35,Auto,2022-02-24,Approved,No Default
516,9527,35,4346464.91,24,10.47,Auto,2022-05-24,Rejected,Not Applicable
517,9133,68,4500000,24,7.5,Home,2024-05-11,Approved,Default
518,3970,2,1091499.49,48,10.68,Auto,2023-12-05,Rejected,Not Applicable
519,2133,24,2337721.46,24,12.51,Education,2023-07-21,Rejected,Not Applicable
520,1395,81,740436.3,36,12.07,Gold,2023-07-10,Approved,No Default
521,6944,37,4500000,120,8.9,Home,2022-12-03,Pending,Not Applicable
522,6218,55,3071991.39,60,14.21,Business,2024-11-30,Approved,No Default
523,9178,45,966042.48,24,11.09,Gold,2023-11-27,Approved,No Default
524,1012,35,4500000,48,12.54,Business,2022-05-20,Rejected,Not Applicable
525,4934,35,4500000,120,10.82,Auto,2023-03-10,Rejected,Not Applicable
526,8807,71,4500000,36,7.53,Home,2025-02-17,Rejected,Not Applicable
527,7710,23,4500000,12,14.3,Business,2025-01-24,Approved,No Default
528,3337,73,884740.6,12,9.45,Education,2022-04-06,Rejected,Not Applicable
529,8122,25,4500000,24,7.5,Home,2022-09-06,Rejected,Not Applicable
530,3693,32,4500000,60,15.19,Business,2023-12-17,Approved,Default
531,4452,34,2106381.5,60,13.92,Personal,2022-09-11,Rejected,Not Applicable
532,8289,44,3900830.19,60,8.87,Education,2025-02-03,Approved,No Default
533,8466,34,4500000,36,7.88,Home,2025-01-07,Rejected,Not Applicable
534,4284,30,4159644.38,60,16.15,Business,2023-09-26,Rejected,Not Applicable
535,3202,41,4252444.54,84,13.15,Business,2024-11-28,Approved,No Default
536,8370,42,4500000,48,7.94,Home,2025-01-25,Approved,No Default
537,6715,97,1207854.88,36,14.18,Personal,2022-10-13,Approved,No Default
538,8015,17,4500000,12,15.68,Business,2023-07-11,Rejected,Not Applicable
539,5729,95,3247400.77,24,10.06,Auto,2024-10-03,Pending,Not Applicable
540,2093,46,4128796.13,24,10.94,Auto,2023-06-23,Pending,Not Applicable
541,3841,64,1652791.51,60,10.9,Personal,2024-12-02,Approved,No Default
542,545,49,786932.3,36,15.31,Business,2023-05-15,Approved,No Default
543,4972,75,637726.25,84,14.15,Gold,2022-12-07,Approved,No Default
544,3764,82,2550508.4,24,10.51,Auto,2023-11-18,Approved,No Default
545,3042,42,3246364.57,36,12.44,Auto,2024-12-31,Rejected,Not Applicable
546,1447,41,4445391.14,48,14.32,Business,2022-10-28,Rejected,Not Applicable
547,1766,10,4500000,36,8.73,Home,2023-12-27,Approved,Default
548,4117,16,2883639.1,24,9.52,Auto,2023-09-14,Rejected,Not Applicable
549,3524,49,1480610.54,36,15.65,Business,2024-06-22,Rejected,Not Applicable
550,7829,11,777196.22,48,11.69,Home,2024-10-15,Rejected,Not Applicable
551,2354,88,4500000,48,10.36,Home,2025-01-22,Rejected,Not Applicable
552,966,3,3306559.63,84,11.21,Personal,2022-11-20,Approved,No Default
553,7085,56,2126489.7,60,12.63,Auto,2023-07-21,Rejected,Not Applicable
554,7296,50,4500000,36,8.68,Home,2023-04-23,Approved,No Default
555,4286,45,4500000,36,7.5,Home,2023-03-18,Rejected,Not Applicable
556,379,85,1360425.64,36,12.51,Personal,2022-08-09,Rejected,Not Applicable
557,9826,38,2622801.56,36,10.93,Personal,2024-06-24,Rejected,Not Applicable
558,1277,12,4500000,48,7.5,Home,2023-05-05,Approved,No Default
559,6181,20,465178.87,24,13.9,Gold,2023-07-01,Pending,Not Applicable
560,8800,20,2101174.66,48,16.5,Personal,2022-01-06,Rejected,Not Applicable
561,3576,41,2738914.56,36,9.22,Home,2024-06-11,Approved,No Default
562,796,63,1214097.71,36,9.5,Auto,2024-10-24,Approved,No Default
563,5192,82,3289889.74,120,11.97,Education,2023-02-12,Approved,No Default
564,1516,2,1910962.81,48,14.97,Business,2023-08-23,Approved,No Default
565,57,51,1872564.76,60,7.5,Home,2023-01-19,Rejected,Not Applicable
566,3497,23,1155936.41,60,17.31,Business,2022-05-15,Rejected,Not Applicable
567,5623,44,1730542.06,24,12.53,Personal,2024-05-05,Pending,Not Applicable
568,2865,94,613544.84,60,11.57,Gold,2022-07-19,Pending,Not Applicable
569,3149,2,2100017.14,60,12.93,Education,2022-10-14,Rejected,Not Applicable
570,2503,72,1269937.25,60,10.24,Education,2024-11-20,Pending,Not Applicable
571,2431,7,728618.55,48,10.75,Gold,2022-07-16,Approved,No Default
572,2841,48,564149.75,60,11.72,Personal,2024-08-19,Approved,No Default
573,3448,96,1508247.07,48,12.8,Gold,2023-08-12,Rejected,Not Applicable
574,7232,26,2974306.03,24,15.04,Business,2024-05-21,Approved,No Default
575,1868,51,1844912.37,12,15.77,Personal,2023-09-21,Approved,Default
576,7532,63,4500000,24,8.71,Home,2023-08-07,Rejected,Not Applicable
577,2041,4,905989.69,24,10.7,Gold,2024-05-21,Rejected,Not Applicable
578,3709,64,2064884.08,24,7.64,Auto,2024-11-17,Approved,No Default
579,1548,11,1393942.42,48,8.96,Home,2023-07-08,Rejected,Not Applicable
580,6285,1,4500000,60,13.98,Business,2024-06-04,Rejected,Not Applicable
581,1789,83,2343503.78,12,12.88,Education,2024-02-12,Rejected,Not Applicable
582,2348,20,1007459.06,12,11.05,Auto,2023-06-30,Approved,No Default
583,6771,49,1181265.54,12,13.58,Personal,2023-10-16,Rejected,Not Applicable
584,2608,99,1373761.0,36,11.89,Personal,2024-09-15,Approved,No Default
585,6143,56,2979991.79,120,11.2,Home,2022-12-23,Approved,Default
586,971,76,4500000,36,11.56,Home,2023-02-07,Approved,No Default
587,1517,56,4500000,48,10.7,Auto,2025-02-07,Approved,No Default
588,8367,42,1018056.35,24,12.62,Gold,2024-01-07,Rejected,Not Applicable
589,7187,8,4500000,36,9.54,Home,2023-07-30,Rejected,Not Applicable
590,9256,24,2739997.92,60,12.74,Auto,2023-12-19,Approved,No Default
591,9340,84,737977.43,36,13.13,Education,2024-02-20,Approved,No Default
592,7158,46,4500000,36,9.7,Home,2023-07-02,Rejected,Not Applicable
593,8743,50,3024858.12,84,11.36,Auto,2024-07-17,Rejected,Not Applicable
594,3159,86,4500000,12,8.08,Home,2022-12-31,Rejected,Not Applicable
595,4967,37,1363381.83,24,14.3,Education,2025-03-21,Approved,No Default
596,1524,31,3006465.83,36,9.41,Auto,2024-03-28,Approved,No Default
597,8919,3,528372.01,12,10.52,Auto,2024-09-28,Rejected,Not Applicable
598,4978,23,831319.12,24,10.91,Auto,2023-06-30,Rejected,Not Applicable
599,9668,60,797816.48,60,13.95,Personal,2024-12-07,Rejected,Not Applicable
600,2222,1,4500000,36,9.22,Home,2024-10-17,Rejected,Not Applicable
601,8526,91,2651931.96,84,7.5,Home,2023-08-07,Pending,Not Applicable
602,7112,18,1950049.37,36,10.43,Gold,2022-07-29,Approved,No Default
603,8451,45,4500000,12,15.57,Business,2022-09-14,Rejected,Not Applicable
604,2945,5,2786144.26,24,13.87,Business,2023-04-08,Rejected,Not Applicable
605,5472,10,4500000,24,17.28,Business,2025-02-24,Rejected,Not Applicable
606,2921,25,303439.87,60,13.15,Personal,2022-11-05,Rejected,Not Applicable
607,7994,5,4500000,24,10.24,Home,2024-12-17,Rejected,Not Applicable
608,9627,77,3521174.4,48,13.46,Personal,2023-02-20,Rejected,Not Applicable
609,2729,18,2163359.26,24,15.71,Personal,2024-03-29,Pending,Not Applicable
610,6168,41,4500000,12,16.49,Business,2024-12-09,Approved,No Default
611,4268,47,4500000,36,10.13,Home,2024-10-31,Rejected,Not Applicable
612,4060,86,4500000,24,7.5,Home,2022-12-15,Approved,No Default
613,3146,54,1494874.43,60,8.95,Auto,2023-03-31,Pending,Not Applicable
614,9415,63,3895098.38,48,10.53,Home,2023-10-02,Approved,Default
615,3727,33,2064951.43,48,13.45,Personal,2022-06-17,Rejected,Not Applicable
616,160,6,4500000,84,11.52,Home,2024-03-14,Rejected,Not Applicable
617,1552,59,1334977.05,60,13.89,Personal,2024-12-03,Approved,No Default
618,7513,18,816145.81,120,12.54,Gold,2022-12-10,Rejected,Not Applicable
619,2071,18,4500000,24,10.48,Home,2025-01-18,Approved,No Default
620,6242,73,2730007.92,24,13.31,Business,2023-07-31,Rejected,Not Applicable
621,5060,89,1268952.1,84,10.72,Auto,2022-06-02,Approved,No Default
622,1899,16,1007403.87,60,14.21,Personal,2024-11-16,Rejected,Not Applicable
623,1211,71,4213352.04,48,13.43,Business,2022-05-20,Rejected,Not Applicable
624,3406,26,896155.82,36,15.8,Personal,2022-04-14,Approved,No Default
625,8949,73,1434878.2,60,10.61,Auto,2024-02-16,Rejected,Not Applicable
